time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-18 00:00:00+00:00,1,1,2,2
2025-05-19 00:00:00+00:00,5,4,12,6
2025-05-20 00:00:00+00:00,8,5,5,5
2025-05-21 00:00:00+00:00,29,16,5,5
2025-05-22 00:00:00+00:00,28,23,15,6
2025-05-23 00:00:00+00:00,22,17,23,7
2025-05-24 00:00:00+00:00,10,7,1,1
2025-05-25 00:00:00+00:00,5,4,4,3
2025-05-26 00:00:00+00:00,109,16,24,3
2025-05-27 00:00:00+00:00,19,9,28,8
2025-05-28 00:00:00+00:00,23,18,33,7
2025-05-29 00:00:00+00:00,6,6,51,9
2025-05-30 00:00:00+00:00,12,7,7,4
2025-05-31 00:00:00+00:00,2,2,1,1
