time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-13 00:00:00+00:00,6.0,3.0,,
2025-04-14 00:00:00+00:00,14.0,13.0,7.0,7.0
2025-04-15 00:00:00+00:00,7.0,4.0,32.0,9.0
2025-04-16 00:00:00+00:00,5.0,2.0,10.0,6.0
2025-04-17 00:00:00+00:00,18.0,9.0,27.0,6.0
2025-04-18 00:00:00+00:00,150.0,12.0,3.0,3.0
2025-04-19 00:00:00+00:00,107.0,4.0,1.0,1.0
2025-04-20 00:00:00+00:00,6.0,4.0,,
2025-04-21 00:00:00+00:00,17.0,12.0,14.0,5.0
2025-04-22 00:00:00+00:00,1.0,1.0,9.0,6.0
2025-04-23 00:00:00+00:00,28.0,19.0,16.0,9.0
2025-04-24 00:00:00+00:00,185.0,8.0,138.0,15.0
2025-04-25 00:00:00+00:00,1.0,1.0,13.0,5.0
2025-04-26 00:00:00+00:00,,,6.0,4.0
