referrer,views_total,views_unique
github.com,53,1
Google,12,8
dataeval.readthedocs.io,10,3
Bing,1,1
confluence.atom.asgardgate.com,1,1
findsounds.com,1,1
jatic.pages.jatic.net,1,1
lycos.com,1,1
