time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,955,155,5,2
2026-05-27 00:00:00+00:00,402,168,9,5
2026-05-28 00:00:00+00:00,233,99,10,4
2026-05-29 00:00:00+00:00,13,7,3,3
2026-05-30 00:00:00+00:00,45,17,3,3
2026-05-31 00:00:00+00:00,27,12,4,4
2026-06-01 00:00:00+00:00,33,17,19,15
2026-06-02 00:00:00+00:00,108,24,6,5
2026-06-03 00:00:00+00:00,60,14,1,1
2026-06-04 00:00:00+00:00,18,12,0,0
2026-06-05 00:00:00+00:00,85,22,1,1
2026-06-06 00:00:00+00:00,69,18,1,1
2026-06-07 00:00:00+00:00,44,16,0,0
2026-06-08 00:00:00+00:00,27,17,14,3
