time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-20 00:00:00+00:00,244,37,8,3
2026-02-21 00:00:00+00:00,87,26,15,2
2026-02-22 00:00:00+00:00,147,38,2,2
2026-02-23 00:00:00+00:00,296,49,61,11
2026-02-24 00:00:00+00:00,15,8,80,12
2026-02-25 00:00:00+00:00,46,17,8,4
2026-02-26 00:00:00+00:00,86,22,22,12
2026-02-27 00:00:00+00:00,36,11,23,6
2026-02-28 00:00:00+00:00,33,11,5,3
2026-03-01 00:00:00+00:00,26,12,2,1
2026-03-02 00:00:00+00:00,168,30,42,11
2026-03-03 00:00:00+00:00,51,14,46,6
2026-03-04 00:00:00+00:00,161,19,30,7
2026-03-05 00:00:00+00:00,239,49,27,9
