referrer,views_total,views_unique
Bing,23,2
dataeval.readthedocs.io,17,5
Google,13,7
github.com,3,3
usc-word-edit.officeapps.live.com,2,2
odiasearch.com,2,1
cdao.pages.jatic.net,1,1
chatgpt.com,1,1
linkedin.com,1,1
matlasn01.eadscasa.casa.corp,1,1
