referrer,views_total,views_unique
dataeval.readthedocs.io,63,8
github.com,24,4
Google,10,9
cdao.pages.jatic.net,3,1
gjlg.com,2,1
sperse.com,2,1
jatic.pages.jatic.net,1,1
pypi.org,1,1
