time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-30 00:00:00+00:00,12,7,7,4
2025-05-31 00:00:00+00:00,3,3,1,1
2025-06-01 00:00:00+00:00,4,2,9,3
2025-06-02 00:00:00+00:00,11,9,35,7
2025-06-03 00:00:00+00:00,17,14,34,11
2025-06-04 00:00:00+00:00,7,4,16,6
2025-06-05 00:00:00+00:00,16,11,15,8
2025-06-06 00:00:00+00:00,6,5,16,6
2025-06-07 00:00:00+00:00,6,4,4,4
2025-06-08 00:00:00+00:00,6,3,1,1
2025-06-09 00:00:00+00:00,5,2,25,4
2025-06-10 00:00:00+00:00,101,7,4,4
2025-06-11 00:00:00+00:00,21,19,16,12
2025-06-12 00:00:00+00:00,17,16,4,3
